Mod:Item:MetaData, Localized Name
netherlicious:NetherbrickWall:11, Smooth Foxfire Nether Brick Wall
netherlicious:NetherbrickWall:12, Black Nether Brick Wall
netherlicious:NetherbrickWall:13, Weathered Black Nether Brick Wall
netherlicious:NetherbrickWall:14, Smooth Black Nether Brick Wall
netherlicious:SoulSandstoneWall:0, Soul Sandstone Wall
netherlicious:SoulSandstoneWall:1, Smooth Soul Sandstone Wall
netherlicious:BasaltWall:0, Basalt Wall
netherlicious:BasaltWall:1, Polished Basalt Wall
netherlicious:BasaltWall:2, Basalt Brick Wall
netherlicious:BasaltWall:3, Polished Basalt Brick Wall
netherlicious:BasaltWall:4, Smooth Basalt Wall
netherlicious:BasaltWall:5, Polished Smooth Basalt Wall
netherlicious:QuartzWall:0, Chiseled Quartz Wall
netherlicious:QuartzWall:1, Quartz Brick Wall
netherlicious:QuartzWall:2, Smooth Quartz Wall
netherlicious:QuartzWall:3, Chiseled Void Quartz Wall
netherlicious:QuartzWall:4, Void Quartz Brick Wall
netherlicious:QuartzWall:5, Smooth Void Quartz Wall
netherlicious:CrimsonFence, Crimson Fence
netherlicious:WarpedFence, Warped Fence
netherlicious:FoxfireFence, Foxfire Fence
netherlicious:RedNetherbrickFence, Red Nether Brick Fence
netherlicious:WarpedNetherbrickFence, Warped Nether Brick Fence
netherlicious:FoxfireNetherbrickFence, Foxfire Nether Brick Fence
netherlicious:BlackNetherbrickFence, Black Nether Brick Fence
netherlicious:crimsonFenceGate, Crimson Fence Gate
netherlicious:warpedFenceGate, Warped Fence Gate
netherlicious:foxfireFenceGate, Foxfire Fence Gate
netherlicious:CryingObsidian, Crying Obsidian
netherlicious:RespawnAnchor, Respawn Anchor
netherlicious:NetherBeacon, Nether Beacon
netherlicious:SoulTorch, Soul Torch
netherlicious:FoxfireTorch, Foxfire Torch
netherlicious:ShadowTorch, Shadow Torch
netherlicious:BoneTorch, Bone Torch
netherlicious:SoulBoneTorch, Soul Bone Torch
netherlicious:FoxfireBoneTorch, Foxfire Bone Torch
netherlicious:ShadowBoneTorch, Shadow Bone Torch
netherlicious:Chain, Chain
netherlicious:ChainPowered, Chain
netherlicious:ChainGold, Golden Chain
netherlicious:ChainPoweredGold, Golden Chain
netherlicious:ChainEfrine:0, Efrine Chain
netherlicious:ChainPoweredEfrine:0, Efrine Chain
netherlicious:EmptyLantern, Empty Lantern
netherlicious:EmptyLanternGold, Golden Empty Lantern
netherlicious:EmptyLanternEfrine:0, Efrine Empty Lantern
netherlicious:Lantern, Lantern
netherlicious:LanternGold, Golden Lantern
netherlicious:LanternEfrine:0, Efrine Lantern
netherlicious:SoulLantern, Soul Lantern
netherlicious:SoulLanternGold, Golden Soul Lantern
netherlicious:SoulLanternEfrine:0, Efrine Soul Lantern
netherlicious:FoxfireLantern, Foxfire Lantern
netherlicious:FoxfireLanternGold, Golden Foxfire Lantern
netherlicious:FoxfireLanternEfrine:0, Efrine Foxfire Lantern
netherlicious:GlowstoneLantern, Glowstone Lantern
netherlicious:GlowstoneLanternGold, Golden Glowstone Lantern
netherlicious:GlowstoneLanternEfrine:0, Efrine Glowstone Lantern
netherlicious:RedstoneLantern, Redstone Lantern
netherlicious:RedstoneLanternOn, Redstone Lantern
netherlicious:RedstoneLanternGold, Golden Redstone Lantern
netherlicious:RedstoneLanternGoldOn, Golden Redstone Lantern
netherlicious:RedstoneLanternEfrine:0, Efrine Redstone Lantern
netherlicious:RedstoneLanternEfrineOn:0, Efrine Redstone Lantern
netherlicious:ShadowLantern, Shadow Lantern
netherlicious:ShadowLanternGold, Golden Shadow Lantern
netherlicious:ShadowLanternEfrine:0, Efrine Shadow Lantern
netherlicious:SoulFire:0, Soul Fire
netherlicious:FoxFire:0, Foxfire
netherlicious:ShadowFire, Shadow Fire
netherlicious:pressurePlateCrimson, Crimson Pressure Plate
netherlicious:pressurePlateWarped, Warped Pressure Plate
netherlicious:pressurePlateFoxfire, Foxfire Pressure Plate
netherlicious:pressurePlateBlackstone, Blackstone Pressure Plate
netherlicious:crimson_trapdoor, Crimson Trapdoor
netherlicious:warped_trapdoor, Warped Trapdoor
netherlicious:foxfire_trapdoor, Foxfire Trapdoor
netherlicious:crimsonButton, Crimson Button
netherlicious:warpedButton, Warped Button
netherlicious:foxfireButton, Foxfire Button
netherlicious:blackstoneButton, Polished Blackstone Button
netherlicious:doorcrimson, Crimson Door
netherlicious:doorwarped, Warped Door
netherlicious:doorfoxfire, Foxfire Door
netherlicious:BlackstoneVent:0, Big Blackstone Vent Base
netherlicious:BlackstoneVent:1, Medium Blackstone Vent Base
netherlicious:BlackstoneVent:2, Small Blackstone Vent Base
netherlicious:BlackstoneVent:3, Blackstone Vent
netherlicious:BlackstoneVent:4, Blackstone Smoke Vent
netherlicious:BlackstoneVent:5, Blackstone Magma Vent
netherlicious:BlackstoneVent:6, Blackstone Flame Vent
netherlicious:BlackstoneVent:7, Blackstone Soul Vent
netherlicious:BlackstoneVent:8, Blackstone Foxfire Vent
netherlicious:BlackstoneVent:9, Blackstone Shadow Vent
netherlicious:BasaltVent:0, Big Basalt Vent Base
netherlicious:BasaltVent:1, Medium Basalt Vent Base
netherlicious:BasaltVent:2, Small Basalt Vent Base
netherlicious:BasaltVent:3, Basalt Vent
netherlicious:BasaltVent:4, Basalt Smoke Vent
netherlicious:BasaltVent:5, Basalt Magma Vent
netherlicious:BasaltVent:6, Basalt Flame Vent
netherlicious:BasaltVent:7, Basalt Soul Vent
netherlicious:BasaltVent:8, Basalt Foxfire Vent
netherlicious:BasaltVent:9, Basalt Shadow Vent
netherlicious:NetherrackVent:0, Big Netherrack Vent Base
netherlicious:NetherrackVent:1, Medium Netherrack Vent Base
netherlicious:NetherrackVent:2, Small Netherrack Vent Base
netherlicious:NetherrackVent:3, Netherrack Vent
netherlicious:NetherrackVent:4, Netherrack Smoke Vent
netherlicious:NetherrackVent:5, Netherrack Magma Vent
netherlicious:NetherrackVent:6, Netherrack Flame Vent
netherlicious:NetherrackVent:7, Netherrack Soul Vent
netherlicious:NetherrackVent:8, Netherrack Foxfire Vent
netherlicious:NetherrackVent:9, Netherrack Shadow Vent
netherlicious:Mossblock:0, Crimson Moss Block
netherlicious:Mossblock:1, Warped Moss Block
netherlicious:Mossblock:2, Foxfire Moss Block
netherlicious:CrimsonMoss, Sheet of Crimson Moss
netherlicious:WarpedMoss, Sheet of Warped Moss
netherlicious:FoxfireMoss, Sheet of Foxfire Moss
netherlicious:Sprouts:0, Nether Sprouts
netherlicious:Sprouts:1, Crimson Sprouts
netherlicious:Sprouts:2, Swamp Sprouts
netherlicious:Roots:0, Crimson Shrub
netherlicious:Roots:1, Warped Roots
netherlicious:Roots:2, Crimson Roots
netherlicious:Roots:3, Crimson Roots
netherlicious:Roots:4, Crimson Roots
netherlicious:Roots:5, Crimson Roots
netherlicious:Roots:6, Warped Roots
netherlicious:Roots:7, Warped Roots
netherlicious:Roots:8, Warped Roots
netherlicious:Roots:9, Warped Roots
netherlicious:Roots:10, Soggy Roots
netherlicious:Roots:11, Soggy Roots
netherlicious:Roots:12, Soggy Roots
netherlicious:Roots:13, Soggy Roots
netherlicious:Roots:14, Warped Shrub
netherlicious:NetherGrass:0, Crimson Grass
netherlicious:NetherGrass:1, Crimson Grass
netherlicious:NetherGrass:2, Crimson Grass
netherlicious:NetherGrass:3, Crimson Grass
netherlicious:NetherGrass:4, Warped Grass
netherlicious:NetherGrass:5, Warped Grass
netherlicious:NetherGrass:6, Warped Grass
netherlicious:NetherGrass:7, Warped Grass
netherlicious:NetherGrass:8, Swamp Grass
netherlicious:NetherGrass:9, Swamp Grass
netherlicious:NetherGrass:10, Swamp Grass
netherlicious:NetherGrass:11, Swamp Grass
netherlicious:NetherGrass:12, Withered Grass
netherlicious:NetherGrass:13, Withered Grass
netherlicious:NetherGrass:14, Withered Grass
netherlicious:NetherGrass:15, Withered Grass
netherlicious:Plants:0, Knotty Roots
netherlicious:Plants:1, Spiked Weed
netherlicious:Plants2:0, Crimson Dew
netherlicious:Plants2:1, Warped Dew
netherlicious:Plants2:2, Foxfire Dew
netherlicious:Plants2:3, Crimson Fern
netherlicious:Plants2:4, Warped Fern
netherlicious:Plants2:5, Foxfire Fern
netherlicious:Fungus:0, Crimson Fungus
netherlicious:Fungus:1, Warped Fungus
netherlicious:Fungus:2, Foxfire Fungus
netherlicious:WeepingVines:0, Weeping Vines
netherlicious:TwistingVines:0, Twisting Vines
netherlicious:GroundCover:0, Crimson Growth
netherlicious:GroundCover:1, Warped Growth
netherlicious:GroundCover:2, Foxfire Growth
netherlicious:WitherRose:0, Wither Rose
netherlicious:WitherRose:1, Bone Rose
netherlicious:WitherRose:2, Soul Rose
netherlicious:FoxfireLily:0, Foxfire Lily
netherlicious:GloomHibiscus:0, Gloom Hibiscus
netherlicious:NetherFlowerShrub:0, Crimson Bluet
netherlicious:NetherFlowerShrub:1, Torch Flower
netherlicious:NetherFlowerShrub:2, Warped Poppy
netherlicious:NetherFlowerShrub:3, Traumalia
netherlicious:DoublePlants:0, Large Crimson Dew
netherlicious:DoublePlants:2, Large Warped Dew
netherlicious:DoublePlants:4, Large Foxfire Dew
netherlicious:DoublePlants:6, Large Crimson Fern
netherlicious:DoublePlants:8, Large Warped Fern
netherlicious:DoublePlants:10, Large Foxfire Fern
netherlicious:PotPlants:0, Pot Plant Crimson Shrub
netherlicious:PotPlants:1, Pot Plant Warped Roots
netherlicious:PotPlants:2, Pot Plant Knotty Roots
netherlicious:PotPlants:3, Pot Plant Spiked Weed
netherlicious:PotPlants:4, Pot Plant Crimson Roots
netherlicious:PotPlants:5, Pot Plant Warped Shrub
netherlicious:PotPlants:6, Pot Plant Soggy Roots
netherlicious:GhastlyGourd:0, Ghastly Gourd
netherlicious:CarvedGourd:0, Carved Ghastly Gourd
netherlicious:GourdLantern, Ghastly Lantern
netherlicious:GourdLanternSoul, Ghastly Soul Lantern
netherlicious:GourdLanternFoxfire, Ghastly Foxfire Lantern
netherlicious:GourdLanternShadow, Ghastly Shadow Lantern
netherlicious:GhastlyGourdStem, Ghastly Gourd Stem
netherlicious:InfernalReed, Infernal Reed
netherlicious:DevilishMaize, Devilish Maize
netherlicious:HellderBerryBush, Hellderberry Bush
netherlicious:AbyssalOat, Abyssal Oat
netherlicious:CrimsonWartCrop, Crimson Wart
netherlicious:WarpedWartCrop, Warped Wart
netherlicious:SoggyWartCrop, Soggy Wart
netherlicious:netherlicious.crimsonSignStanding, Crimison Sign
netherlicious:netherlicious.crimsonSignWall, Crimison Sign
netherlicious:netherlicious.warpedSignStanding, Warped Sign
netherlicious:netherlicious.warpedSignWall, Warped Sign
netherlicious:netherlicious.foxfireSignStanding, Foxfire Sign
netherlicious:netherlicious.foxfireSignWall, Foxfire Sign
netherlicious:CrimsonBarrel, Crimson Barrel
netherlicious:WarpedBarrel, Warped Barrel
netherlicious:FoxfireBarrel, Foxfire Barrel
netherlicious:CrimsonChest, Crimson Chest
netherlicious:WarpedChest, Warped Chest
netherlicious:FoxfireChest, Foxfire Chest
netherlicious:FurnaceBlackstone, Blackstone Furnace
netherlicious:FurnaceBlackstoneLit, Blackstone Furnace
netherlicious:NetherBookshelf:0, Crimson Bookshelf
netherlicious:NetherBookshelf:1, Warped Bookshelf
netherlicious:NetherBookshelf:2, Foxfire Bookshelf
netherlicious:NetherCraftingTable:0, Crimson Crafting Table
netherlicious:NetherCraftingTable:1, Warped Crafting Table
netherlicious:NetherCraftingTable:2, Foxfire Crafting Table
netherlicious:spectralDew, Spectral Dew
neenergistics:tile.pattern_interface, Pattern Interface
OpenBlocks:ladder, Jaded Ladder
OpenBlocks:guide, Building Guide
OpenBlocks:builder_guide, Enhanced Building Guide
OpenBlocks:elevator:0, Elevator
OpenBlocks:elevator:1, Elevator
OpenBlocks:elevator:2, Elevator
OpenBlocks:elevator:3, Elevator
OpenBlocks:elevator:4, Elevator
OpenBlocks:elevator:5, Elevator
OpenBlocks:elevator:6, Elevator
OpenBlocks:elevator:7, Elevator
OpenBlocks:elevator:8, Elevator
OpenBlocks:elevator:9, Elevator
OpenBlocks:elevator:10, Elevator
OpenBlocks:elevator:11, Elevator
OpenBlocks:elevator:12, Elevator
OpenBlocks:elevator:13, Elevator
OpenBlocks:elevator:14, Elevator
OpenBlocks:elevator:15, Elevator
OpenBlocks:elevator_rotating:0, Rotating Elevator
OpenBlocks:elevator_rotating:1, Rotating Elevator
OpenBlocks:elevator_rotating:2, Rotating Elevator
OpenBlocks:elevator_rotating:3, Rotating Elevator
OpenBlocks:elevator_rotating:4, Rotating Elevator
OpenBlocks:elevator_rotating:5, Rotating Elevator
OpenBlocks:elevator_rotating:6, Rotating Elevator
OpenBlocks:elevator_rotating:7, Rotating Elevator
OpenBlocks:elevator_rotating:8, Rotating Elevator
OpenBlocks:elevator_rotating:9, Rotating Elevator
OpenBlocks:elevator_rotating:10, Rotating Elevator
OpenBlocks:elevator_rotating:11, Rotating Elevator
OpenBlocks:elevator_rotating:12, Rotating Elevator
OpenBlocks:elevator_rotating:13, Rotating Elevator
OpenBlocks:elevator_rotating:14, Rotating Elevator
OpenBlocks:elevator_rotating:15, Rotating Elevator
OpenBlocks:heal, Healer
OpenBlocks:target, Target
OpenBlocks:flag, Flag
OpenBlocks:tank, Tank
OpenBlocks:trophy, Trophy
OpenBlocks:beartrap, Bear Trap
OpenBlocks:sprinkler, Sprinkler
OpenBlocks:cannon, Item Cannon
OpenBlocks:vacuumhopper, Vacuum Hopper
OpenBlocks:sponge, Sponge
OpenBlocks:bigbutton, Big Button
OpenBlocks:imaginary:0, Magic Pencil
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:fan, Fan
OpenBlocks:xpbottler, XP Bottler
OpenBlocks:village_highlighter, Village Highlighter
OpenBlocks:path, Path
OpenBlocks:autoanvil, Auto Anvil
OpenBlocks:autoenchantmenttable, Auto Enchantment Table
OpenBlocks:xpdrain, XP Drain
OpenBlocks:blockbreaker, Block Breaker
OpenBlocks:blockPlacer, Block Placer
OpenBlocks:itemDropper, Item Dropper
OpenBlocks:ropeladder, Rope Ladder
OpenBlocks:donationStation, Donation Station
OpenBlocks:paintmixer, Paint Mixer
OpenBlocks:canvas, Canvas
OpenBlocks:paintcan, Paint Can
OpenBlocks:canvasglass, Glass Canvas
OpenBlocks:projector, Height Map Projector
OpenBlocks:drawingtable, Drawing Table
OpenBlocks:sky:0, Sky Block
OpenBlocks:sky:1, Sky Block
OpenBlocks:xpshower, XP Shower
OpenBlocks:goldenegg, Golden Egg
OpenBlocks:scaffolding, Scaffolding
plonk:placed_items, Placed Items
RandomThings:playerinterface, Player Interface
RandomThings:creativePlayerInterface, Creative Player Interface
RandomThings:fluidDisplay, Fluid Display
RandomThings:advancedFluidDisplay, Advanced Fluid Display
RandomThings:fertilizedDirt, Fertilized Dirt
RandomThings:fertilizedDirt_tilled, Fertilized Dirt
RandomThings:itemCollector, Item Collector
RandomThings:advancedItemCollector, Advanced Item Collector
RandomThings:onlineDetector, Online Detector
RandomThings:moonSensor, Moon Phase Sensor
RandomThings:bloodMoonSensor, Bloodmoon Sensor
RandomThings:notificationInterface, Notification Interface
RandomThings:lapisLamp, Lapis Lamp
RandomThings:wirelessLever, Wireless Lever
RandomThings:dyeingMachine, Dyeing Machine
RandomThings:spectreGlass, Spectre Glass
RandomThings:energyDistributor, Energy Distributor
RandomThings:enderEnergyDistributor, Ender Energy Distributor
RandomThings:spectreBlock:0, Black Spectre Block
RandomThings:spectreBlock:1, Red Spectre Block
RandomThings:spectreBlock:2, Green Spectre Block
RandomThings:spectreBlock:3, Brown Spectre Block
RandomThings:spectreBlock:4, Blue Spectre Block
RandomThings:spectreBlock:5, Purple Spectre Block
RandomThings:spectreBlock:6, Cyan Spectre Block
RandomThings:spectreBlock:7, Light Gray Spectre Block
RandomThings:spectreBlock:8, Gray Spectre Block
RandomThings:spectreBlock:9, Pink Spectre Block
RandomThings:spectreBlock:10, Lime Spectre Block
RandomThings:spectreBlock:11, Yellow Spectre Block
RandomThings:spectreBlock:12, Light Blue Spectre Block
RandomThings:spectreBlock:13, Magenta Spectre Block
RandomThings:spectreBlock:14, Orange Spectre Block
RandomThings:spectreBlock:15, White Spectre Block
RandomThings:imbuingStation, Imbuing Station
reccomplex:generic_space:0, Space (0 ~ Negative Space)
reccomplex:generic_space:1, Space (1 ~ Natural Air)
reccomplex:generic_space:2, Space (2)
reccomplex:generic_space:3, Space (3)
reccomplex:generic_space:4, Space (4)
reccomplex:generic_space:5, Space (5)
reccomplex:generic_space:6, Space (6)
reccomplex:generic_space:7, Space (7)
reccomplex:generic_space:8, Space (8)
reccomplex:generic_space:9, Space (9)
reccomplex:generic_space:10, Space (10)
reccomplex:generic_space:11, Space (11)
reccomplex:generic_space:12, Space (12)
reccomplex:generic_space:13, Space (13)
reccomplex:generic_space:14, Space (14)
reccomplex:generic_space:15, Space (15)
reccomplex:generic_solid:0, Solid (0 ~ Natural Floor)
reccomplex:generic_solid:1, Solid (1 ~ Barrier)
reccomplex:generic_solid:2, Solid (2)
reccomplex:generic_solid:3, Solid (3)
reccomplex:generic_solid:4, Solid (4)
reccomplex:generic_solid:5, Solid (5)
reccomplex:generic_solid:6, Solid (6)
reccomplex:generic_solid:7, Solid (7)
reccomplex:generic_solid:8, Solid (8)
reccomplex:generic_solid:9, Solid (9)
reccomplex:generic_solid:10, Solid (10)
reccomplex:generic_solid:11, Solid (11)
reccomplex:generic_solid:12, Solid (12)
reccomplex:generic_solid:13, Solid (13)
reccomplex:generic_solid:14, Solid (14)
reccomplex:generic_solid:15, Solid (15)
reccomplex:structure_generator, Structure Generator
reccomplex:maze_generator, Maze Generator
reccomplex:weighted_command_block, tile.spawn_command.name
reccomplex:spawn_script, Spawn Script Block
rftools:machineFrame, Machine Frame
rftools:machineBase, Machine Base
rftools:rfMonitorBlock, RF Monitor
rftools:liquidMonitorBlock, Liquid Monitor
rftools:crafterBlock1, Crafter Tier 1
rftools:crafterBlock2, Crafter Tier 2
rftools:crafterBlock3, Crafter Tier 3
rftools:relayBlock, Power Relay
rftools:itemFilterBlock, Item Filter
rftools:dimletFilterBlock, Dimlet Filter
rftools:storageScannerBlock, Storage Scanner
rftools:machineInfuserBlock, Machine Infuser
rftools:environmentalControllerBlock, Environmental Controller
rftools:spawnerBlock, Spawner
rftools:matterBeamerBlock, Matter Beamer
rftools:volcanicCoreBlock, Volcanic Core
rftools:volcanicBlock, Volcanic Block
rftools:screenBlock, Screen
rftools:screenHitBlock, Screen
rftools:screenControllerBlock, Screen Controller
rftools:dimletResearcherBlock, Dimlet Researcher
rftools:dimletScramblerBlock, Dimlet Scrambler
rftools:dimensionEnscriberBlock, Dimension Enscriber
rftools:dimensionBuilderBlock, Dimension Builder
rftools:creativeDimensionBuilderBlock, Creative Dimension Builder
rftools:dimensionEditorBlock, Dimension Editor
rftools:dimensionMonitorBlock, Dimension Monitor
rftools:dimensionalShardBlock, Dimensional Shard Ore
rftools:dimensionalBlankBlock, Dimensional Blank Block
rftools:dimensionalBlock, Dimensional Block
rftools:dimensionalSmallBlocks, Dimensional Small Blocks
rftools:dimensionalCrossBlock, Dimensional Cross Block
rftools:dimensionalCross2Block, Dimensional Cross 2 Block
rftools:dimensionalPattern1Block, Dimensional Pattern 1 Block
